word,pos,definition
westward,,
westwards,,
whack,verb,hit sb/sth very hard
,noun,(sound made by the) act of hitting sb/sth very hard
,noun,share of sth; amount of sth
,noun,(of a system or machine) not working as it should because its parts are not working together correctly
,adjective,very tired
,noun,beating
,adjective,used to emphasize how big or how much sth is
whaling,,
what,adjective,The definition of what is which one or as many as.
,adverb,What means how.
,interjection,What is defined as surprise or confusion.
,noun,What means the basic nature of something.
,pronoun,"What is defined as the amount, nature, purpose or quality of something."
whatsoever,adjective,The definition of whatsoever is whatever.
wheat,noun,(plant producing) grain from which flour is made
wheelchair,,
wheeler,,
when,adverb,"When describes a point in time, and the circumstances under which something occurred."
,conjunction,"When is defined as information such as what time, what point or an alternative."
whenever,conjunction,at any time that; on any occasion that
,conjunction,every time that
,adverb,(used in questions to show surprise) when
where,adverb,Where is defined as asking for a location.
,conjunction,Where is a conjunction that defines in what or which place.
,pronoun,"The definition of where is the place in, what or which place."
whereabouts,,
whereupon,,
wherever,conjunction,in any place
,conjunction,in all places that; everywhere
,adverb,(used in questions for showing surprise) where
which,adjective,The definition of which is what one(s) of those mentioned.
,pronoun,Which is defined as identifying what one(s) out of a group.
whinny,noun,quiet sound made by a horse
whisker,noun,"long stiff hair near the mouth of a cat, etc"
,noun,hair on the side of a man's face
whiskey,,
whisky,noun,strong alcoholic drink made from grain
whit,,
white paper,,
whitehall,,
whiten,,
whiting,,
whittle,verb,shape a piece of wood by cutting small pieces from it
,verb,make sth gradually decrease in value or amount
,verb,reduce the size or number of sth
whizz,verb,"move very quickly, making a high continuous sound"
,verb,do sth very quickly
who,abbreviation,WHO stands for the World Health Organization.
,pronoun,The definition of who is a reference to a person or people.
whoever,pronoun,the person or people who
,pronoun,"used to say that it does not matter who, since the result will be the same"
,pronoun,(used in questions for showing surprise) who
wholehearted,,
wholeness,,
wholesaler,,
whorl,,
whose,pronoun,Whose is the question word used to ask to whom a thing or things belongs.
why,adverb,"Why is defined as for what purpose, cause or reason."
wickedness,,
wicker,noun,"thin sticks of wood woven together to make baskets, etc"
,noun,"baskets, furniture, etc made of wicker"
wicket,noun,(in cricket) set of three sticks
,noun,area of grass between the two wickets
widen,,
wig,noun,piece of artificial hair that is worn on the head
wildly,,
will,noun,A will is a legal document that tells what a person wants to have done with their property after their death.
,noun,Will is your ability to make decisions or restraining yourself from doing something or something that a person desires or wants.
,verb,"Will is the act of strongly desiring something to happen, trying to make something happen by hoping, or describing something you intend to happen in the future."
windscreen,,
windshield,,
windy,,
winery,,
winger,,
winner,,
winning,,
winter,adjective,The definition of winter is designed for or taking place in the coldest season.
,noun,"Winter is the coldest season of the year, or a dreary time."
,verb,"Winter is defined as to keep up, go through or maintain during the winter."
wipe,verb,"rub a surface with a cloth, your hand, etc, or rub sth against a surface, in order to remove dirt or liquid from it"
,verb,destroy or remove sb/sth completely
,verb,remove dirt or liquid from sth with a cloth
,noun,act of cleaning sth with a cloth
,noun,special piece of thin cloth or soft paper that you use to clean away dirt and bacteria
wipe out,,
wire-puller,,
wireless,adjective,lacking or not needing wires
,adjective,radio
wispy,,
witchcraft,,
with,preposition,"With is defined as accompanied by, coming at the same time as, going along in the same direction, related or in proportion to, or accompanied by."
withdrawn,,
witless,,
witticism,,
wizardry,,
woke,,
woman,noun,The definition of a woman is an adult female human.
womanly,,
womb,noun,The womb is defined as the place where something originates and develops.
wood,adjective,The definition of wood is something made out of the layer right under a tree's bark.
,noun,Wood is defined as the layer below the bark on a tree or an item made with this material.
wooden,,
woodland,,
wool,noun,soft hair of sheep and some other animals
,noun,"thread or cloth made from animal's wool, used for knitting"
woolen,,
woollen,,
word,pos,definition
wording,,
wordy,,
wore,verb,Wore is defined as to have put something on the body.
workable,adjective,"(of a system, an idea, etc) that can be used successfully"
workbook,,
workday,,
workforce,,
working class,,
workman,,
workmate,,
workout,noun,The definition of a workout is the act of doing physical exercise and training.
world war,,
worldly,,
worn,adjective,"The definition of worn is a person or thing that's been changed or damaged from being used, or showing the result of being overworked or worried."
,verb,Worn is defined as something has been put on the body.
worried,,
worrying,,
worsen,,
would,verb,Would is used to indicate what could potentially happen in the future or when giving advice or when making a request.
wounded,,
wrapper,,
wrapping,,
wreathe,verb,通常用被动语态/
,verb,cover or surround sth
wrestling,,
wright,noun,The definition of a wright is someone who makes or repairs something.
wristwatch,,
writer,noun,"person whose job is writing books, stories, etc"
,noun,person who has written a particular thing
writerly,,
written,adjective,The definition of written is words put down so that they can be read.
,verb,Written is the past participle form of the word write.
wrongdoer,,
wrongdoing,,
wrongheaded,,
wrongly,,
x-ray,noun,The definition of an X-ray is a picture taken of the inside of something using high energy electromagnetic radiation with short wavelengths that can pass through items.
,verb,"To X-ray is also the act of examining, treating or photographing something using electromagnetic radiation."
Xerox,,
Yankee,,
yardstick,,
yeah,interjection,Yeah is defined as a way to express yes.
year,noun,"The definition of a year is a period of time equal to 365 days, 12 months or 52 weeks, or a year is 12 lunar months in the Jewish calendar."
yearlong,,
yearly,,
yeast,noun,"fungus used in making beer and wine, or to make bread rise"
yellowish,,
yelp,noun,"(make a) short sharp cry, esp of pain"
yes,interjection,"Yes is defined as an affirmative answer that indicates acceptance, or delight, or it can be used to attract attention or to ask a question."
yet,adverb,"Yet means at this time, up to now or at a future time."
,conjunction,Yet is defined as nevertheless or but.
yoga,noun,Hindu philosophy that teaches you how to control your body and mind
,noun,system of exercises for your body and for controlling your breathing
yoghurt,noun,thick white liquid food made by adding bacteria to milk and often flavoured with fruit
yokel,noun,person from the countryside
yore,noun,Yore is defined as the distant past or times long ago.
you,pronoun,"You is a pronoun used to describe someone that is being spoken to, or to describe a hypothetical person or group of people."
young,adjective,"The definition of young is someone who has lived for a short time, or behaviors or things associated with someone who is not advanced in age."
youngster,,
yours,pronoun,Yours is defined as belonging to you.
,pronoun,Yours is a traditional way to end a letter.
yourself,pronoun,Yourself is defined as the one that is you.
yourselves,,
yuppie,noun,"young professional person, esp one who is ambitious and earns a lot of money"
