word,pos,definition
,noun,"rope or wire supporting a ship's mast, a pole, etc"
,noun,delay in carrying out the order of a court
steadfast,adjective,firm and unchanging
steady,adjective,even and regular
,adjective,not changing and not interrupted
,adjective,firmly fixed or supported; not moving
,adjective,(of a person) reliable
,adverb,steadily
,verb,"(cause sb/sth/yourself to) stop moving, shaking or falling"
,adverb,in a regular way
steak,noun,(thick slice of) meat or fish
steal,verb,take sb's property without permission
,verb,move secretly and quietly
,verb,obtain sth suddenly or secretly
,verb,attract the most attention
stealth,noun,fact of doing sth in a quiet or secret way
steam,noun,hot gas that water changes into when it boils
,noun,"power produced from steam under pressure, used to operate engines, etc"
,noun,lose energy and enthusiasm and stop doing sth
,verb,send out steam
,verb,"move, work, etc by steam power"
,verb,place food over boiling water so that it cooks in the steam
,verb,(cause sth to) become covered with steam
,noun,engine driven by steam
,noun,boat or ship driven by steam
,noun,vessel in which food is steamed
,noun,slow heavy vehicle used for flattening new roads
steel,noun,"hard metal made from iron and carbon, used for knives, machinery, etc"
,verb,prepare yourself to deal with sth unpleasant
steep,adjective,(of a slope) rising or falling sharply
,adjective,(of a price or demand) too much; unreasonable
steep,verb,have a particular quality
,verb,leave food in a liquid for a long time in order to flavour it
,verb,spend a lot of time thinking or learning about sth
steeple,noun,tall pointed tower of the roof of a church
,noun,race for horses or athletes with obstacles such as fences and water to jump over
,noun,"person who repairs steeples, tall chimneys, etc"
steer,verb,"direct the course of a boat, car, etc"
,noun,wheel used for controlling the direction that a vehicle goes in
stem,noun,main long thin part of a plant above the ground
,noun,"long thin part like a stem, eg on a wine glass"
,verb,stop sth that is flowing from spreading or increasing
,verb,be the result of sth
stench,noun,"strong, very unpleasant smell"
stencil,noun,"thin sheet of metal, etc with letters or designs cut in it"
,noun,"letters, etc made by putting ink, etc through holes on a stencil"
,verb,"produce letters, etc with a stencil"
step,noun,act of lifting your foot and putting it down in order to walk; sound this makes
,noun,way that sb walks
,noun,distance covered when you take a step
,noun,one of a series of actions done to achieve sth or that form part of a process
,noun,flat place for the foot when going from one level to another
,noun,putting/not putting your feet down at the same time as others
,noun,agreeing/not agreeing with others' ideas
,noun,walk carefully
,noun,behave carefully
,noun,gradually
,noun,folding ladder with steps
step,verb,lift your foot and move it in a particular direction or put it on or in sth
,verb,move a short distance
,verb,go faster or hurry
,verb,behave badly or break the rules
,verb,"resign from a position or job, esp so sb else can have it"
,verb,help sb in a dispute or difficult situation
,verb,increase sth
,noun,"one of a line of flat stones used to cross a stream, etc"
,noun,stage towards achieving sth
step-,prefix,related as a result of one parent marrying again
stereo,noun,"machine that plays CDs, cassettes, the radio, etc that has two separate speakers"
,noun,"system for playing recorded music, in which the sound is directed through two channels"
stereotype,noun,fixed idea of what sb/sth is like
sterile,adjective,not able to produce children or young
,adjective,clean and free from bacteria
,adjective,having no result
,adjective,(of land) not able to produce crops
sterling,noun,money system of Britain
,adjective,of excellent quality
stern,adjective,"severe, strict or serious"
,noun,back end of a ship
steroid,noun,powerful chemical produced in the body or taken as a drug
stethoscope,noun,"instrument for listening to the beating of the heart, etc"
stew,verb,cook sth slowly in liquid in a closed dish
,noun,"dish of stewed meat, etc"
,noun,become/feel very nervous or upset about sth
steward,noun,"person who takes care of passengers on a ship, an aircraft or a train"
,noun,"person who helps to organize a large public event, eg a race"
stick,noun,small thin piece of wood that has fallen from a tree
,noun,long thin piece of sth
,noun,criticism or harsh words
,noun,punish or criticize sb
stick,verb,"(cause sth, usu a sharp object to) be pushed into sth"
,verb,"(cause sth to) be fixed to sth else, esp with glue"
,verb,"put sth somewhere, esp quickly or carelessly"
,verb,become fixed in one position and impossible to move
,verb,tolerate sb/sth unpleasant
,verb,take risks
,verb,refuse to change your mind about sth
,verb,not go away
,verb,keep on with sth
,verb,continue to support sb
,verb,(cause sth to) be further out than sth else or come through a hole
,verb,continue to the very end
,verb,continue doing or using sth and not want to change it
,verb,point upwards or be above a surface
,verb,defend or support sb/yourself/sth
,noun,person who refuses to try anything new
stiff,adjective,"not easily bent, folded, etc"
,adjective,"hard to stir, move, etc"
,adjective,more difficult or severe than usual
,adjective,(of a person) not friendly or relaxed
,adjective,keep calm and hide your feelings in spite of pain or difficulty
,adverb,very much
stiffen,verb,"become or make sth difficult to bend, move, etc"
stifle,verb,prevent sth from happening
,verb,(cause sb to) have difficulty breathing
stigma,noun,mark of shame
stile,noun,"step used to climb over a fence, etc"
stiletto,noun,woman's shoe with a very high narrow heel; heel on such a shoe
still,adverb,up to now or the time mentioned and not finishing
,adverb,in spite of what has just been said
,adverb,even
still,adjective,not moving; calm and quiet
,adjective,(of a drink) not containing bubbles of gas
,verb,become or make sth calm or quiet
,noun,photograph of a scene from a film
,noun,equipment for making strong alcoholic drinks
,adjective,born dead
,adjective,not successful; not developing
stilt,noun,"one of two poles with a support for the foot, used for walking raised above the ground"
stilted,adjective,"(of speech, behaviour, etc) stiff and unnatural"
stimulant,noun,"drink, drug, etc that increases bodily or mental activity"
stimulate,verb,make sth develop; encourage sth
,verb,make sb interested and excited about sth
stimulus,noun,something that stimulates sb/sth
sting,verb,(of an insect or a plant) touch your skin or make a small hole in it so that you feel a sharp pain
,verb,(cause sb to) feel a sharp pain
,verb,make sb feel angry or upset
,noun,"sharp, often poisonous organ of some insects, eg bees"
,noun,wound made when an insect stings you
,noun,any sharp pain
stingy,adjective,"unwilling to spend or give money, etc"
stink,verb,have a strong unpleasant smell
,verb,seem very bad or dishonest
